product,url,category,price,amount,content,unit,vegan,vegetarian,nutriscore,carbs_100g,protein_100g,fat_100g
AH Krokante muesli noten,https://www.ah.nl/producten/product/wi437939/ah-krokante-muesli-noten,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,600.0,Inhoud en gewicht600 GramPortiegrootte: 40 gramAantal porties: 15,g,False,True,C,55.0,10.0,19.0
AH Hummus pikant,https://www.ah.nl/producten/product/wi217310/ah-hummus-pikant,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.25,175.0,Inhoud en gewicht175 GramPortiegrootte: 10 gramAantal porties: 18,g,True,True,A,8.4,7.0,15.0
AH Luchtige crackers naturel,https://www.ah.nl/producten/product/wi136785/ah-luchtige-crackers-naturel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.99,250.0,"Inhoud en gewicht250 GramPortiegrootte: 7,5 gramAantal porties: 33",g,True,True,A,70.0,13.0,4.0
AH Tonijnsalade,https://www.ah.nl/producten/product/wi376546/ah-tonijnsalade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,175.0,Inhoud en gewicht175 GramPortiegrootte: 30 gramAantal porties: 6,g,False,False,D,5.4,13.0,27.0
AH Hummus zongedroogde tomaat,https://www.ah.nl/producten/product/wi234523/ah-hummus-zongedroogde-tomaat,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.25,175.0,Inhoud en gewicht175 GramPortiegrootte: 10 gramAantal porties: 18,g,True,True,A,6.5,6.7,26.0
Castello Cream cheese zuivelspread bieslook light,https://www.ah.nl/producten/product/wi506133/castello-cream-cheese-zuivelspread-bieslook-light,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.19,200.0,Inhoud en gewicht200 Gram,g,False,False,,4.5,7.4,14.0
ERU Goudkuipje sambal,https://www.ah.nl/producten/product/wi223450/eru-goudkuipje-sambal,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.35,100.0,Inhoud en gewicht100 Gram,g,False,False,,1.9,15.0,20.0
AH Zeezout boter,https://www.ah.nl/producten/product/wi218611/ah-zeezout-boter,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.69,100.0,Inhoud en gewicht100 GramPortiegrootte: 5 gramAantal porties: 20,g,False,True,E,0.8,0.4,80.0
AH Rosbief kleinverpakking,https://www.ah.nl/producten/product/wi449009/ah-rosbief-kleinverpakking,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.89,60.0,Inhoud en gewicht60 GramPortiegrootte: 12 gramAantal porties: 5,g,False,False,A,0.0,21.0,3.0
Streeckgenoten Boterhamworst,https://www.ah.nl/producten/product/wi465638/streeckgenoten-boterhamworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.98,120.0,Inhoud en gewicht120 Gram,g,False,False,,4.0,13.0,28.0
Bolletje Vezelrijk Knackebrod volkoren,https://www.ah.nl/producten/product/wi513519/bolletje-vezelrijk-knackebrod-volkoren,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,265.0,"Inhoud en gewicht16 Stuks. 265 GramPortiegrootte: per 100 g. per stuk (ca. 16,6 g)",g,False,False,A,57.0,13.0,10.0
Wasa Vezelrijk,https://www.ah.nl/producten/product/wi387920/wasa-vezelrijk,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.89,300.0,Inhoud en gewicht300 GramPortiegrootte: Per stuk (ca. 10 g),g,False,False,,46.0,13.0,5.0
Wasa Sesam,https://www.ah.nl/producten/product/wi387907/wasa-sesam,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.89,250.0,Inhoud en gewicht250 GramPortiegrootte: Per stuk (ca. 14 g),g,False,False,,58.9,13.8,10.0
Becel Light met omega 3,https://www.ah.nl/producten/product/wi33514/becel-light-met-omega-3,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,250.0,Inhoud en gewicht250 Gram,g,False,False,,3.9,0.5,28.0
Snack a Jacks Cheeky cheese flavour,https://www.ah.nl/producten/product/wi513523/snack-a-jacks-cheeky-cheese-flavour,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,104.0,Inhoud en gewicht104 GramPortiegrootte: 8g (1) gemiddelde portieAantal porties: 13,g,False,False,A,79.0,8.3,2.2
AH Figuurboterhamworst,https://www.ah.nl/producten/product/wi210298/ah-figuurboterhamworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.98,110.0,Inhoud en gewicht0.11 Kilogram,g,False,False,,3.0,12.0,15.0
AH Saksische leverworst,https://www.ah.nl/producten/product/wi163548/ah-saksische-leverworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.75,300.0,Inhoud en gewicht150 Gram2 x 150g ℮ / 20 porties (15 g)Portiegrootte: 15 gramAantal porties: 10,g,False,False,D,2.6,10.0,25.0
AH Komkommersalade,https://www.ah.nl/producten/product/wi376549/ah-komkommersalade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.69,175.0,Inhoud en gewicht175 GramPortiegrootte: 30 gramAantal porties: 6,g,False,True,C,8.0,0.8,18.0
Maza Hoemoes tomaat basilicum,https://www.ah.nl/producten/product/wi413076/maza-hoemoes-tomaat-basilicum,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.19,200.0,Inhoud en gewicht200 Gram,g,False,False,,8.1,6.3,25.3
Garden Gourmet Smeerworst,https://www.ah.nl/producten/product/wi493117/garden-gourmet-smeerworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,120.0,Inhoud en gewicht120 Gram,g,False,False,,7.0,7.3,15.0
Van Gilse Schenkstroop,https://www.ah.nl/producten/product/wi407552/van-gilse-schenkstroop,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.49,600.0,Inhoud en gewicht600 GramPortiegrootte: Per portie 15gAantal porties: 40,g,False,False,,72.0,0.0,0.0
Bolletje Oerknack Waldkorn,https://www.ah.nl/producten/product/wi439279/bolletje-oerknack-waldkorn,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.15,285.0,"Inhoud en gewicht16 Stuks. 285 GramPortiegrootte: per 100 g. per stuk (ca. 17,8 g)",g,False,False,A,65.0,14.0,11.0
AH Volkoren havermout fijne vlokken,https://www.ah.nl/producten/product/wi368020/ah-volkoren-havermout-fijne-vlokken,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.09,450.0,Inhoud en gewicht450 GramPortiegrootte: 40 gramAantal porties: 11,g,False,True,A,59.0,14.0,7.0
AH Biologisch Maiswafels met zeezout langwerpig,https://www.ah.nl/producten/product/wi382537/ah-biologisch-maiswafels-met-zeezout-langwerpig,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.29,130.0,"Inhoud en gewicht130 GramPortiegrootte: 6,5 gramAantal porties: 20",g,False,True,B,87.0,6.5,0.7
AH Margarine,https://www.ah.nl/producten/product/wi136100/ah-margarine,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.29,500.0,Inhoud en gewicht500 GramPortiegrootte: 10 gramAantal porties: 50,g,False,True,D,0.2,0.0,80.0
AH Boterhamworst,https://www.ah.nl/producten/product/wi543364/ah-boterhamworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.09,150.0,"Inhoud en gewicht150 GramPortiegrootte: 13,5 gramAantal porties: 11",g,False,False,E,7.0,11.0,22.0
AH Scharrel flinterdunne kipfilet,https://www.ah.nl/producten/product/wi132247/ah-scharrel-flinterdunne-kipfilet,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.39,100.0,Inhoud en gewicht100 GramPortiegrootte: 6 gramAantal porties: 17,g,False,False,C,1.5,19.0,4.5
Kips Leverworst,https://www.ah.nl/producten/product/wi3051/kips-leverworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.85,230.0,Inhoud en gewicht230 Gram,g,False,False,,1.5,14.0,23.0
AH Excellent Spianata romana,https://www.ah.nl/producten/product/wi498161/ah-excellent-spianata-romana,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,50.0,Inhoud en gewicht50 GramPortiegrootte: 5 gramAantal porties: 10,g,False,False,E,0.9,25.0,31.0
AH Cervelaat,https://www.ah.nl/producten/product/wi543386/ah-cervelaat,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,150.0,"Inhoud en gewicht150 GramPortiegrootte: 12,5 gramAantal porties: 12",g,False,False,E,0.5,20.0,37.0
Wasa Delicate thin crisp rosemary & salt,https://www.ah.nl/producten/product/wi169758/wasa-delicate-thin-crisp-rosemary-en-salt,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,190.0,"Inhoud en gewicht190 GramPortiegrootte: Per stuk (8,6 g ca)",g,False,False,,64.5,11.0,8.0
LU Mini crackers zout,https://www.ah.nl/producten/product/wi389565/lu-mini-crackers-zout,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,250.0,Inhoud en gewicht250 GramPortiegrootte: 100 g,g,False,False,,72.0,11.0,13.0
Choca Vlokken,https://www.ah.nl/producten/product/wi56401/choca-vlokken,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.35,300.0,Inhoud en gewicht300 GramPortiegrootte: Per portie (15 g)Aantal porties: 20,g,False,False,,79.0,1.6,15.0
Philadelphia Bieslook,https://www.ah.nl/producten/product/wi162763/philadelphia-bieslook,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,185.0,Inhoud en gewicht185 GramPortiegrootte: 100 g. 1 portie = 30 g.Aantal porties: 7 - 7,g,False,False,,5.1,7.4,10.0
AH Keulse smeerleverworst,https://www.ah.nl/producten/product/wi203331/ah-keulse-smeerleverworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,175.0,Inhoud en gewicht175 GramPortiegrootte: 15 gramAantal porties: 12,g,False,False,E,1.0,13.0,23.0
Becel Original met omega 3,https://www.ah.nl/producten/product/wi3823/becel-original-met-omega-3,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.55,250.0,Inhoud en gewicht250 Gram,g,False,False,,0.5,0.5,45.0
AH Halvarine light,https://www.ah.nl/producten/product/wi127490/ah-halvarine-light,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.09,500.0,Inhoud en gewicht500 GramPortiegrootte: 5 gramAantal porties: 100,g,True,True,C,0.0,0.0,30.0
Flower Farm Smeren zonder palmolie,https://www.ah.nl/producten/product/wi466151/flower-farm-smeren-zonder-palmolie,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,225.0,Inhoud en gewicht225 GramPortiegrootte: portie (10g). portie (10g)Aantal porties: 22.5,g,False,False,,0.4,0.0,60.0
AH Kalkoenfilet,https://www.ah.nl/producten/product/wi543384/ah-kalkoenfilet,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.39,150.0,"Inhoud en gewicht150 GramPortiegrootte: 16,5 gramAantal porties: 9",g,False,False,D,1.8,19.0,4.8
La Vache Qui Rit Cheez dippers,https://www.ah.nl/producten/product/wi123135/la-vache-qui-rit-cheez-dippers,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.55,175.0,Inhoud en gewicht5 Stuks. 175 Gram5 x 35 g,g,False,False,,,,
AH Boerenmetworst,https://www.ah.nl/producten/product/wi186633/ah-boerenmetworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.49,150.0,"Inhoud en gewicht150 GramPortiegrootte: 6,8 gramAantal porties: 22",g,False,False,E,0.2,17.0,40.0
AH Huzarenslaatje,https://www.ah.nl/producten/product/wi390014/ah-huzarenslaatje,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.35,150.0,Inhoud en gewicht150 GramPortiegrootte: 150 gramAantal porties: 1,g,False,False,C,15.0,1.6,8.5
AH Smeuïge tonijnsalade,https://www.ah.nl/producten/product/wi217317/ah-smeuige-tonijnsalade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.25,150.0,Inhoud en gewicht150 GramPortiegrootte: 30 gramAantal porties: 5,g,False,False,C,6.4,11.0,26.0
AH Vegan Grillworst,https://www.ah.nl/producten/product/wi489284/ah-vegan-grillworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,80.0,"Inhoud en gewicht80 GramPortiegrootte: 5,7 gramAantal porties: 14",g,True,True,B,5.0,8.3,11.0
AH Roomboter ongezouten,https://www.ah.nl/producten/product/wi1531/ah-roomboter-ongezouten,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.89,125.0,Inhoud en gewicht125 GramPortiegrootte: 5 gramAantal porties: 25,g,False,True,D,0.6,0.7,82.0
Snelle Jelle Kruidkoek rozijn 5-pack,https://www.ah.nl/producten/product/wi457701/snelle-jelle-kruidkoek-rozijn-5-pack,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,326.2295081967213,Inhoud en gewicht5 Stuks. 325 GramAantal porties: 5,g,False,False,,69.8,2.4,1.1
Liga Vitalu volkoren tarwemeel-bloem crackers,https://www.ah.nl/producten/product/wi52760/liga-vitalu-volkoren-tarwemeel-bloem-crackers,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,200.0,Inhoud en gewicht200 Gram,g,False,False,,67.0,11.5,12.0
Bolletje Luchtig  Knackebrod sesam,https://www.ah.nl/producten/product/wi513518/bolletje-luchtig-knackebrod-sesam,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.45,240.0,Inhoud en gewicht16 Stuks. 240 GramPortiegrootte: per 100 g. per stuk (ca. 15 g),g,False,False,A,64.0,12.0,12.0
AH Pindakaas naturel,https://www.ah.nl/producten/product/wi461685/ah-pindakaas-naturel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,600.0,Inhoud en gewicht600 GramPortiegrootte: 15 gramAantal porties: 40,g,False,True,C,10.0,23.0,55.0
AH Mini crackers olijfolie & oregano,https://www.ah.nl/producten/product/wi508489/ah-mini-crackers-olijfolie-en-oregano,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.35,250.0,Inhoud en gewicht250 GramPortiegrootte: 25 gramAantal porties: 10,g,False,True,D,72.0,10.0,12.0
AH Biologisch Volkoren havermout fijn,https://www.ah.nl/producten/product/wi475244/ah-biologisch-volkoren-havermout-fijn,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,900.0,Inhoud en gewicht900 GramPortiegrootte: 40 gramAantal porties: 22.5,g,False,True,A,58.0,13.0,6.9
ERU Balans naturel,https://www.ah.nl/producten/product/wi497570/eru-balans-naturel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.29,100.0,Inhoud en gewicht100 Gram,g,False,False,,3.0,17.0,5.0
AH Kip kerrie salade,https://www.ah.nl/producten/product/wi217289/ah-kip-kerrie-salade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.25,150.0,Inhoud en gewicht150 GramPortiegrootte: 30 gramAantal porties: 5,g,False,False,C,7.2,8.6,26.0
AH Chocoladepasta melk,https://www.ah.nl/producten/product/wi55729/ah-chocoladepasta-melk,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,400.0,Inhoud en gewicht400 GramPortiegrootte: 15 gramAantal porties: 27,g,False,True,E,55.0,3.0,38.0
AH Chocoladepasta puur,https://www.ah.nl/producten/product/wi55732/ah-chocoladepasta-puur,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.49,400.0,Inhoud en gewicht400 GramPortiegrootte: 15 gramAantal porties: 27,g,False,True,E,52.0,2.5,39.0
AH Kip-kerriesalade,https://www.ah.nl/producten/product/wi376548/ah-kip-kerriesalade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.59,175.0,Inhoud en gewicht175 GramPortiegrootte: 30 gramAantal porties: 6,g,False,False,D,7.3,8.4,24.0
Timson Rinse appelstroop,https://www.ah.nl/producten/product/wi32958/timson-rinse-appelstroop,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,450.0,Inhoud en gewicht450 Gram,g,False,False,,69.0,2.0,0.0
Liga Vitalu volkoren crackers,https://www.ah.nl/producten/product/wi3762/liga-vitalu-volkoren-crackers,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,200.0,Inhoud en gewicht200 Gram,g,False,False,,71.0,9.9,6.7
Theunisse Kokosbrood original,https://www.ah.nl/producten/product/wi511075/theunisse-kokosbrood-original,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,275.0,Inhoud en gewicht275 Gram275 g,g,False,False,,63.0,2.9,17.0
AH Pannenkoekspek,https://www.ah.nl/producten/product/wi401061/ah-pannenkoekspek,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.29,100.0,Inhoud en gewicht100 GramPortiegrootte: 15 gramAantal porties: 6,g,False,False,E,1.0,15.0,25.0
Liga Proteine reep pinda,https://www.ah.nl/producten/product/wi505200/liga-proteine-reep-pinda,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.45,160.0,Inhoud en gewicht160 GramPortiegrootte: 1 reep = 32 g. 1 verpakking bevat 5 repen.,g,False,False,,50.0,15.0,24.0
AH Rijstwafels melkchocolade,https://www.ah.nl/producten/product/wi456492/ah-rijstwafels-melkchocolade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.99,150.0,Inhoud en gewicht150 GramPortiegrootte: 17 gramAantal porties: 9,g,False,False,E,65.0,6.5,22.0
Philadelphia Light,https://www.ah.nl/producten/product/wi384176/philadelphia-light,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.39,200.0,Inhoud en gewicht200 Gram. 7.05 Ons,g,False,False,,5.2,7.4,11.0
Maza Baba anoesch,https://www.ah.nl/producten/product/wi202747/maza-baba-anoesch,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.09,200.0,Inhoud en gewicht200 Gram,g,False,False,,6.5,1.5,26.4
AH Cranberrypat,https://www.ah.nl/producten/product/wi505579/ah-cranberrypat,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.49,80.0,Inhoud en gewicht80 GramPortiegrootte: 15 gramAantal porties: 5,g,False,False,E,12.0,8.5,24.0
Maza Muhammara,https://www.ah.nl/producten/product/wi218617/maza-muhammara,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.15,200.0,Inhoud en gewicht200 Gram,g,False,False,,27.5,3.4,13.6
AH Muesli naturel,https://www.ah.nl/producten/product/wi438127/ah-muesli-naturel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,1000.0,Inhoud en gewicht1 KilogramPortiegrootte: 40 gramAantal porties: 25,g,False,True,A,61.0,11.0,4.0
AH Speculoospasta,https://www.ah.nl/producten/product/wi448346/ah-speculoospasta,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,400.0,Inhoud en gewicht400 GramPortiegrootte: 15 gramAantal porties: 27,g,False,True,E,50.0,2.8,39.0
AH Leverworst,https://www.ah.nl/producten/product/wi67562/ah-leverworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.35,500.0,Inhoud en gewicht500 GramPortiegrootte: 15 gramAantal porties: 33,g,False,False,D,2.7,14.0,20.0
AH Dunne maiswafels kaas 4-pack,https://www.ah.nl/producten/product/wi477439/ah-dunne-maiswafels-kaas-4-pack,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.39,104.0,Inhoud en gewicht104 GramPortiegrootte: 26 gramAantal porties: 4,g,False,False,C,76.0,7.3,8.6
Wahid Kip boterhamworst,https://www.ah.nl/producten/product/wi147246/wahid-kip-boterhamworst,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,125.0,Inhoud en gewicht125 Gram,g,False,False,,3.8,11.4,16.0
Heks'nkaas Origineel,https://www.ah.nl/producten/product/wi477908/heks-nkaas-origineel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.39,115.0,Inhoud en gewicht115 Gram,g,False,False,,9.7,1.9,39.4
AH Extra aardbeienjam,https://www.ah.nl/producten/product/wi479175/ah-extra-aardbeienjam,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.59,600.0,Inhoud en gewicht600 GramPortiegrootte: 15 gramAantal porties: 40,g,True,True,D,60.0,0.4,0.2
AH Kip-satésalade,https://www.ah.nl/producten/product/wi376547/ah-kip-satesalade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.59,175.0,Inhoud en gewicht175 GramPortiegrootte: 30 gramAantal porties: 6,g,False,False,D,17.0,11.0,17.0
Snack a Jacks Smooooth caramel,https://www.ah.nl/producten/product/wi513522/snack-a-jacks-smooooth-caramel,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,140.0,"Inhoud en gewicht140 GramPortiegrootte: 10,8g (1) gemiddelde portie Aantal porties: 13",g,False,False,B,77.0,5.8,2.2
AH Hagelslag puur,https://www.ah.nl/producten/product/wi1608/ah-hagelslag-puur,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,400.0,Inhoud en gewicht400 GramPortiegrootte: 20 gramAantal porties: 20,g,False,True,E,67.0,5.2,16.0
AH Smeerkaas sambal,https://www.ah.nl/producten/product/wi33597/ah-smeerkaas-sambal,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.75,100.0,Inhoud en gewicht100 GramPortiegrootte: 15 gramAantal porties: 6.5,g,False,False,D,2.5,14.0,21.0
AH Ei salade,https://www.ah.nl/producten/product/wi170914/ah-ei-salade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.99,300.0,Inhoud en gewicht300 GramPortiegrootte: 30 gramAantal porties: 10,g,False,True,C,5.5,8.3,20.0
AH Bak en braad,https://www.ah.nl/producten/product/wi465866/ah-bak-en-braad,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,0.85,250.0,Inhoud en gewicht250 GramPortiegrootte: 10 gramAantal porties: 25,g,False,True,E,0.1,0.1,97.0
Hero B'tween mueslireep kokos & chocolade,https://www.ah.nl/producten/product/wi167430/hero-b-tween-mueslireep-kokos-en-chocolade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.69,150.0,Inhoud en gewicht6 Stuks. 150 Gram6x25gAantal porties: 6,g,False,False,,58.0,5.3,24.0
AH Vloeibaar bewust,https://www.ah.nl/producten/product/wi429563/ah-vloeibaar-bewust,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.75,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: 15 milliliterAantal porties: 33,ml,True,True,C,0.0,0.0,70.0
Bolletje Vezelrijk boeren beschuit meerzaden,https://www.ah.nl/producten/product/wi513514/bolletje-vezelrijk-boeren-beschuit-meerzaden,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.79,,Inhoud en gewicht10 StuksPortiegrootte: per 100 g. per beschuit (ca. 16 g),,False,False,A,52.0,18.0,18.0
Streeckgenoten Ambachtelijk gehakt,https://www.ah.nl/producten/product/wi413227/streeckgenoten-ambachtelijk-gehakt,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.27,120.0,Inhoud en gewicht107 Gram,g,False,False,,3.0,15.0,25.0
Hero B'tween mueslireep zero witte chocolade,https://www.ah.nl/producten/product/wi457696/hero-b-tween-mueslireep-zero-witte-chocolade,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.69,120.0,Inhoud en gewicht20 Gram,g,False,False,,68.0,6.7,8.8
Boursin Knoflook & fijne kruiden,https://www.ah.nl/producten/product/wi1983/boursin-knoflook-en-fijne-kruiden,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.59,150.0,Inhoud en gewicht150 Gram,g,False,False,,3.0,8.5,39.0
AH Rijstwafels melkchocolade 4-pack,https://www.ah.nl/producten/product/wi456378/ah-rijstwafels-melkchocolade-4-pack,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,1.69,156.0,Inhoud en gewicht156 GramPortiegrootte: 39 gramAantal porties: 4,g,False,True,E,65.0,7.2,20.0
AH Bak en braad,https://www.ah.nl/producten/product/wi514733/ah-bak-en-braad,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.59,750.0,Inhoud en gewicht750 MilliliterPortiegrootte: 15 milliliterAantal porties: 50,ml,False,True,C,0.7,0.4,90.0
Wahid Kalkoenham,https://www.ah.nl/producten/product/wi162008/wahid-kalkoenham,ontbijtgranen-en-beleg?minPrice=0&maxPrice=2.60,2.35,125.0,Inhoud en gewicht125 Gram,g,False,False,,7.0,11.5,4.8
